wilayah,kategori_kendaraan,tahun,jumlah_kendaraan,lag_1,lag_2,growth,tipe
KABUPATEN GARUT,1,2024,403226.0,403226.0,403226.0,0.0,historis
KABUPATEN GARUT,1,2024,403226.0,403226.0,403226.0,0.0,historis
KABUPATEN GARUT,1,2026,403226.0,403226.0,403226.0,0.0,prediksi
KABUPATEN GARUT,1,2027,403226.0,403226.0,403226.0,0.0,prediksi
KABUPATEN GARUT,1,2028,403226.0,403226.0,403226.0,0.0,prediksi
KABUPATEN GARUT,1,2029,403226.0,403226.0,403226.0,0.0,prediksi
KABUPATEN GARUT,1,2030,403226.0,403226.0,403226.0,0.0,prediksi
KABUPATEN GARUT,2,2021,916.0,0.0,0.0,0.0,historis
KABUPATEN GARUT,2,2021,916.0,916.0,0.0,0.0,historis
KABUPATEN GARUT,2,2021,916.0,916.0,916.0,0.0,historis
KABUPATEN GARUT,2,2021,916.0,916.0,916.0,0.0,historis
KABUPATEN GARUT,2,2021,916.0,916.0,916.0,0.0,historis
KABUPATEN GARUT,2,2021,916.0,916.0,916.0,0.0,historis
KABUPATEN GARUT,2,2021,916.0,916.0,916.0,0.0,historis
KABUPATEN GARUT,2,2021,916.0,916.0,916.0,0.0,historis
KABUPATEN GARUT,2,2021,916.0,916.0,916.0,0.0,historis
KABUPATEN GARUT,2,2021,916.0,916.0,916.0,0.0,historis
KABUPATEN GARUT,2,2022,915.0,916.0,916.0,0.0,historis
KABUPATEN GARUT,2,2022,915.0,915.0,916.0,-0.001091703056768559,historis
KABUPATEN GARUT,2,2022,915.0,915.0,915.0,0.0,historis
KABUPATEN GARUT,2,2022,915.0,915.0,915.0,0.0,historis
KABUPATEN GARUT,2,2022,915.0,915.0,915.0,0.0,historis
KABUPATEN GARUT,2,2022,915.0,915.0,915.0,0.0,historis
KABUPATEN GARUT,2,2022,915.0,915.0,915.0,0.0,historis
KABUPATEN GARUT,2,2022,915.0,915.0,915.0,0.0,historis
KABUPATEN GARUT,2,2022,915.0,915.0,915.0,0.0,historis
KABUPATEN GARUT,2,2022,915.0,915.0,915.0,0.0,historis
KABUPATEN GARUT,2,2022,915.0,915.0,915.0,0.0,historis
KABUPATEN GARUT,2,2022,915.0,915.0,915.0,0.0,historis
KABUPATEN GARUT,2,2023,886.0,915.0,915.0,0.0,historis
KABUPATEN GARUT,2,2023,886.0,886.0,915.0,-0.03169398907103825,historis
KABUPATEN GARUT,2,2023,886.0,886.0,886.0,0.0,historis
KABUPATEN GARUT,2,2023,886.0,886.0,886.0,0.0,historis
KABUPATEN GARUT,2,2023,886.0,886.0,886.0,0.0,historis
KABUPATEN GARUT,2,2023,886.0,886.0,886.0,0.0,historis
KABUPATEN GARUT,2,2023,886.0,886.0,886.0,0.0,historis
KABUPATEN GARUT,2,2023,886.0,886.0,886.0,0.0,historis
KABUPATEN GARUT,2,2023,886.0,886.0,886.0,0.0,historis
KABUPATEN GARUT,2,2024,909.0,886.0,886.0,0.0,historis
KABUPATEN GARUT,2,2024,909.0,909.0,886.0,0.025959367945823927,historis
KABUPATEN GARUT,2,2024,909.0,909.0,909.0,0.0,historis
KABUPATEN GARUT,2,2024,909.0,909.0,909.0,0.0,historis
KABUPATEN GARUT,2,2024,909.0,909.0,909.0,0.0,historis
KABUPATEN GARUT,2,2024,909.0,909.0,909.0,0.0,historis
KABUPATEN GARUT,2,2024,909.0,909.0,909.0,0.0,historis
KABUPATEN GARUT,2,2024,909.0,909.0,909.0,0.0,historis
KABUPATEN GARUT,2,2024,909.0,909.0,909.0,0.0,historis
KABUPATEN GARUT,2,2024,909.0,909.0,909.0,0.0,historis
KABUPATEN GARUT,2,2024,909.0,909.0,909.0,0.0,historis
KABUPATEN GARUT,2,2026,966.0,909.0,909.0,0.0,prediksi
KABUPATEN GARUT,2,2027,966.0,966.0,909.0,0.0625,prediksi
KABUPATEN GARUT,2,2028,966.0,966.0,966.0,0.0,prediksi
KABUPATEN GARUT,2,2029,966.0,966.0,966.0,0.0,prediksi
KABUPATEN GARUT,2,2030,966.0,966.0,966.0,0.0,prediksi
KABUPATEN GARUT,3,2021,15799.0,0.0,0.0,0.0,historis
KABUPATEN GARUT,3,2021,15799.0,15799.0,0.0,0.0,historis
KABUPATEN GARUT,3,2021,15799.0,15799.0,15799.0,0.0,historis
KABUPATEN GARUT,3,2021,15799.0,15799.0,15799.0,0.0,historis
KABUPATEN GARUT,3,2021,15799.0,15799.0,15799.0,0.0,historis
KABUPATEN GARUT,3,2021,15799.0,15799.0,15799.0,0.0,historis
KABUPATEN GARUT,3,2021,15799.0,15799.0,15799.0,0.0,historis
KABUPATEN GARUT,3,2021,15799.0,15799.0,15799.0,0.0,historis
KABUPATEN GARUT,3,2021,15799.0,15799.0,15799.0,0.0,historis
KABUPATEN GARUT,3,2021,15799.0,15799.0,15799.0,0.0,historis
KABUPATEN GARUT,3,2022,16232.0,15799.0,15799.0,0.0,historis
KABUPATEN GARUT,3,2022,16232.0,16232.0,15799.0,0.027406797898601176,historis
KABUPATEN GARUT,3,2022,16232.0,16232.0,16232.0,0.0,historis
KABUPATEN GARUT,3,2022,16232.0,16232.0,16232.0,0.0,historis
KABUPATEN GARUT,3,2022,16232.0,16232.0,16232.0,0.0,historis
KABUPATEN GARUT,3,2022,16232.0,16232.0,16232.0,0.0,historis
KABUPATEN GARUT,3,2022,16232.0,16232.0,16232.0,0.0,historis
KABUPATEN GARUT,3,2022,16232.0,16232.0,16232.0,0.0,historis
KABUPATEN GARUT,3,2022,16232.0,16232.0,16232.0,0.0,historis
KABUPATEN GARUT,3,2022,16232.0,16232.0,16232.0,0.0,historis
KABUPATEN GARUT,3,2022,16232.0,16232.0,16232.0,0.0,historis
KABUPATEN GARUT,3,2022,16232.0,16232.0,16232.0,0.0,historis
KABUPATEN GARUT,3,2023,16407.0,16232.0,16232.0,0.0,historis
KABUPATEN GARUT,3,2023,16407.0,16407.0,16232.0,0.010781172991621488,historis
KABUPATEN GARUT,3,2023,16407.0,16407.0,16407.0,0.0,historis
KABUPATEN GARUT,3,2023,16407.0,16407.0,16407.0,0.0,historis
KABUPATEN GARUT,3,2023,16407.0,16407.0,16407.0,0.0,historis
KABUPATEN GARUT,3,2023,16407.0,16407.0,16407.0,0.0,historis
KABUPATEN GARUT,3,2023,16407.0,16407.0,16407.0,0.0,historis
KABUPATEN GARUT,3,2023,16407.0,16407.0,16407.0,0.0,historis
KABUPATEN GARUT,3,2023,16407.0,16407.0,16407.0,0.0,historis
KABUPATEN GARUT,3,2024,16475.0,16407.0,16407.0,0.0,historis
KABUPATEN GARUT,3,2024,16475.0,16475.0,16407.0,0.004144572438593283,historis
KABUPATEN GARUT,3,2024,16475.0,16475.0,16475.0,0.0,historis
KABUPATEN GARUT,3,2024,16475.0,16475.0,16475.0,0.0,historis
KABUPATEN GARUT,3,2024,16475.0,16475.0,16475.0,0.0,historis
KABUPATEN GARUT,3,2024,16475.0,16475.0,16475.0,0.0,historis
KABUPATEN GARUT,3,2024,16475.0,16475.0,16475.0,0.0,historis
KABUPATEN GARUT,3,2024,16475.0,16475.0,16475.0,0.0,historis
KABUPATEN GARUT,3,2024,16475.0,16475.0,16475.0,0.0,historis
KABUPATEN GARUT,3,2024,16475.0,16475.0,16475.0,0.0,historis
KABUPATEN GARUT,3,2024,16475.0,16475.0,16475.0,0.0,historis
KABUPATEN GARUT,3,2026,16374.0,16475.0,16475.0,0.0,prediksi
KABUPATEN GARUT,3,2027,16374.0,16374.0,16475.0,-0.0061,prediksi
KABUPATEN GARUT,3,2028,16374.0,16374.0,16374.0,0.0,prediksi
KABUPATEN GARUT,3,2029,16374.0,16374.0,16374.0,0.0,prediksi
KABUPATEN GARUT,3,2030,16374.0,16374.0,16374.0,0.0,prediksi
KABUPATEN INDRAMAYU,0,2021,35181.0,0.0,0.0,0.0,historis
KABUPATEN INDRAMAYU,0,2021,35181.0,35181.0,0.0,0.0,historis
KABUPATEN INDRAMAYU,0,2021,35181.0,35181.0,35181.0,0.0,historis
KABUPATEN INDRAMAYU,0,2021,35181.0,35181.0,35181.0,0.0,historis
KABUPATEN INDRAMAYU,0,2021,35181.0,35181.0,35181.0,0.0,historis
KABUPATEN INDRAMAYU,0,2021,35181.0,35181.0,35181.0,0.0,historis
KABUPATEN INDRAMAYU,0,2021,35181.0,35181.0,35181.0,0.0,historis
KABUPATEN INDRAMAYU,0,2021,35181.0,35181.0,35181.0,0.0,historis
KABUPATEN INDRAMAYU,0,2021,35181.0,35181.0,35181.0,0.0,historis
KABUPATEN INDRAMAYU,0,2021,35181.0,35181.0,35181.0,0.0,historis
KABUPATEN INDRAMAYU,0,2021,35181.0,35181.0,35181.0,0.0,historis
KABUPATEN INDRAMAYU,0,2021,35181.0,35181.0,35181.0,0.0,historis
KABUPATEN INDRAMAYU,0,2022,37554.0,35181.0,35181.0,0.0,historis
KABUPATEN INDRAMAYU,0,2022,37554.0,37554.0,35181.0,0.06745118103521787,historis
KABUPATEN INDRAMAYU,0,2022,37554.0,37554.0,37554.0,0.0,historis
KABUPATEN INDRAMAYU,0,2022,37554.0,37554.0,37554.0,0.0,historis
KABUPATEN INDRAMAYU,0,2022,37554.0,37554.0,37554.0,0.0,historis
KABUPATEN INDRAMAYU,0,2022,37554.0,37554.0,37554.0,0.0,historis
KABUPATEN INDRAMAYU,0,2022,37554.0,37554.0,37554.0,0.0,historis
KABUPATEN INDRAMAYU,0,2022,37554.0,37554.0,37554.0,0.0,historis
KABUPATEN INDRAMAYU,0,2022,37554.0,37554.0,37554.0,0.0,historis
KABUPATEN INDRAMAYU,0,2022,37554.0,37554.0,37554.0,0.0,historis
KABUPATEN INDRAMAYU,0,2022,37554.0,37554.0,37554.0,0.0,historis
KABUPATEN INDRAMAYU,0,2023,39598.0,37554.0,37554.0,0.0,historis
KABUPATEN INDRAMAYU,0,2023,39598.0,39598.0,37554.0,0.05442828992916866,historis
KABUPATEN INDRAMAYU,0,2023,39598.0,39598.0,39598.0,0.0,historis
KABUPATEN INDRAMAYU,0,2023,39598.0,39598.0,39598.0,0.0,historis
KABUPATEN INDRAMAYU,0,2023,39598.0,39598.0,39598.0,0.0,historis
KABUPATEN INDRAMAYU,0,2023,39598.0,39598.0,39598.0,0.0,historis
KABUPATEN INDRAMAYU,0,2023,39598.0,39598.0,39598.0,0.0,historis
KABUPATEN INDRAMAYU,0,2023,39598.0,39598.0,39598.0,0.0,historis
KABUPATEN INDRAMAYU,0,2024,40876.0,39598.0,39598.0,0.0,historis
KABUPATEN INDRAMAYU,0,2024,40876.0,40876.0,39598.0,0.032274357290772264,historis
KABUPATEN INDRAMAYU,0,2024,40876.0,40876.0,40876.0,0.0,historis
KABUPATEN INDRAMAYU,0,2024,40876.0,40876.0,40876.0,0.0,historis
KABUPATEN INDRAMAYU,0,2024,40876.0,40876.0,40876.0,0.0,historis
KABUPATEN INDRAMAYU,0,2024,40876.0,40876.0,40876.0,0.0,historis
KABUPATEN INDRAMAYU,0,2024,40876.0,40876.0,40876.0,0.0,historis
KABUPATEN INDRAMAYU,0,2024,40876.0,40876.0,40876.0,0.0,historis
KABUPATEN INDRAMAYU,0,2024,40876.0,40876.0,40876.0,0.0,historis
KABUPATEN INDRAMAYU,0,2024,40876.0,40876.0,40876.0,0.0,historis
KABUPATEN INDRAMAYU,0,2024,40876.0,40876.0,40876.0,0.0,historis
KABUPATEN INDRAMAYU,0,2026,39424.0,40876.0,40876.0,0.0,prediksi
KABUPATEN INDRAMAYU,0,2027,39424.0,39424.0,40876.0,-0.0355,prediksi
KABUPATEN INDRAMAYU,0,2028,39424.0,39424.0,39424.0,0.0,prediksi
KABUPATEN INDRAMAYU,0,2029,39424.0,39424.0,39424.0,0.0,prediksi
KABUPATEN INDRAMAYU,0,2030,39424.0,39424.0,39424.0,0.0,prediksi
KABUPATEN INDRAMAYU,1,2021,476560.0,0.0,0.0,0.0,historis
KABUPATEN INDRAMAYU,1,2021,476560.0,476560.0,0.0,0.0,historis
KABUPATEN INDRAMAYU,1,2021,476560.0,476560.0,476560.0,0.0,historis
KABUPATEN INDRAMAYU,1,2021,476560.0,476560.0,476560.0,0.0,historis
KABUPATEN INDRAMAYU,1,2021,476560.0,476560.0,476560.0,0.0,historis
KABUPATEN INDRAMAYU,1,2021,476560.0,476560.0,476560.0,0.0,historis
KABUPATEN INDRAMAYU,1,2021,476560.0,476560.0,476560.0,0.0,historis
KABUPATEN INDRAMAYU,1,2021,476560.0,476560.0,476560.0,0.0,historis
KABUPATEN INDRAMAYU,1,2021,476560.0,476560.0,476560.0,0.0,historis
KABUPATEN INDRAMAYU,1,2021,476560.0,476560.0,476560.0,0.0,historis
KABUPATEN INDRAMAYU,1,2021,476560.0,476560.0,476560.0,0.0,historis
KABUPATEN INDRAMAYU,1,2021,476560.0,476560.0,476560.0,0.0,historis
KABUPATEN INDRAMAYU,1,2022,478009.0,476560.0,476560.0,0.0,historis
KABUPATEN INDRAMAYU,1,2022,478009.0,478009.0,476560.0,0.0030405405405405407,historis
KABUPATEN INDRAMAYU,1,2022,478009.0,478009.0,478009.0,0.0,historis
KABUPATEN INDRAMAYU,1,2022,478009.0,478009.0,478009.0,0.0,historis
KABUPATEN INDRAMAYU,1,2022,478009.0,478009.0,478009.0,0.0,historis
KABUPATEN INDRAMAYU,1,2022,478009.0,478009.0,478009.0,0.0,historis
KABUPATEN INDRAMAYU,1,2022,478009.0,478009.0,478009.0,0.0,historis
KABUPATEN INDRAMAYU,1,2022,478009.0,478009.0,478009.0,0.0,historis
KABUPATEN INDRAMAYU,1,2022,478009.0,478009.0,478009.0,0.0,historis
KABUPATEN INDRAMAYU,1,2022,478009.0,478009.0,478009.0,0.0,historis
KABUPATEN INDRAMAYU,1,2022,478009.0,478009.0,478009.0,0.0,historis
KABUPATEN INDRAMAYU,1,2023,481853.0,478009.0,478009.0,0.0,historis
KABUPATEN INDRAMAYU,1,2023,481853.0,481853.0,478009.0,0.008041689591618568,historis
KABUPATEN INDRAMAYU,1,2023,481853.0,481853.0,481853.0,0.0,historis
KABUPATEN INDRAMAYU,1,2023,481853.0,481853.0,481853.0,0.0,historis
KABUPATEN INDRAMAYU,1,2023,481853.0,481853.0,481853.0,0.0,historis
KABUPATEN INDRAMAYU,1,2023,481853.0,481853.0,481853.0,0.0,historis
KABUPATEN INDRAMAYU,1,2023,481853.0,481853.0,481853.0,0.0,historis
KABUPATEN INDRAMAYU,1,2023,481853.0,481853.0,481853.0,0.0,historis
KABUPATEN INDRAMAYU,1,2024,476930.0,481853.0,481853.0,0.0,historis
KABUPATEN INDRAMAYU,1,2024,476930.0,476930.0,481853.0,-0.010216808860793644,historis
KABUPATEN INDRAMAYU,1,2024,476930.0,476930.0,476930.0,0.0,historis
KABUPATEN INDRAMAYU,1,2024,476930.0,476930.0,476930.0,0.0,historis
KABUPATEN INDRAMAYU,1,2024,476930.0,476930.0,476930.0,0.0,historis
KABUPATEN INDRAMAYU,1,2024,476930.0,476930.0,476930.0,0.0,historis
KABUPATEN INDRAMAYU,1,2024,476930.0,476930.0,476930.0,0.0,historis
KABUPATEN INDRAMAYU,1,2024,476930.0,476930.0,476930.0,0.0,historis
KABUPATEN INDRAMAYU,1,2024,476930.0,476930.0,476930.0,0.0,historis
KABUPATEN INDRAMAYU,1,2024,476930.0,476930.0,476930.0,0.0,historis
KABUPATEN INDRAMAYU,1,2024,476930.0,476930.0,476930.0,0.0,historis
KABUPATEN INDRAMAYU,1,2026,476930.0,476930.0,481853.0,-0.0102,prediksi
KABUPATEN INDRAMAYU,1,2027,476930.0,476930.0,476930.0,0.0,prediksi
KABUPATEN INDRAMAYU,1,2028,476930.0,476930.0,476930.0,0.0,prediksi
KABUPATEN INDRAMAYU,1,2029,476930.0,476930.0,476930.0,0.0,prediksi
KABUPATEN INDRAMAYU,1,2030,476930.0,476930.0,476930.0,0.0,prediksi
KABUPATEN INDRAMAYU,2,2021,825.0,0.0,0.0,0.0,historis
KABUPATEN INDRAMAYU,2,2021,825.0,825.0,0.0,0.0,historis
KABUPATEN INDRAMAYU,2,2021,825.0,825.0,825.0,0.0,historis
KABUPATEN INDRAMAYU,2,2021,825.0,825.0,825.0,0.0,historis
KABUPATEN INDRAMAYU,2,2021,825.0,825.0,825.0,0.0,historis
KABUPATEN INDRAMAYU,2,2021,825.0,825.0,825.0,0.0,historis
KABUPATEN INDRAMAYU,2,2021,825.0,825.0,825.0,0.0,historis
KABUPATEN INDRAMAYU,2,2021,825.0,825.0,825.0,0.0,historis
KABUPATEN INDRAMAYU,2,2021,825.0,825.0,825.0,0.0,historis
KABUPATEN INDRAMAYU,2,2021,825.0,825.0,825.0,0.0,historis
KABUPATEN INDRAMAYU,2,2021,825.0,825.0,825.0,0.0,historis
KABUPATEN INDRAMAYU,2,2021,825.0,825.0,825.0,0.0,historis
KABUPATEN INDRAMAYU,2,2022,799.0,825.0,825.0,0.0,historis
KABUPATEN INDRAMAYU,2,2022,799.0,799.0,825.0,-0.03151515151515152,historis
KABUPATEN INDRAMAYU,2,2022,799.0,799.0,799.0,0.0,historis
KABUPATEN INDRAMAYU,2,2022,799.0,799.0,799.0,0.0,historis
KABUPATEN INDRAMAYU,2,2022,799.0,799.0,799.0,0.0,historis
KABUPATEN INDRAMAYU,2,2022,799.0,799.0,799.0,0.0,historis
KABUPATEN INDRAMAYU,2,2022,799.0,799.0,799.0,0.0,historis
KABUPATEN INDRAMAYU,2,2022,799.0,799.0,799.0,0.0,historis
KABUPATEN INDRAMAYU,2,2022,799.0,799.0,799.0,0.0,historis
KABUPATEN INDRAMAYU,2,2022,799.0,799.0,799.0,0.0,historis
KABUPATEN INDRAMAYU,2,2022,799.0,799.0,799.0,0.0,historis
KABUPATEN INDRAMAYU,2,2023,783.0,799.0,799.0,0.0,historis
KABUPATEN INDRAMAYU,2,2023,783.0,783.0,799.0,-0.02002503128911139,historis
KABUPATEN INDRAMAYU,2,2023,783.0,783.0,783.0,0.0,historis
KABUPATEN INDRAMAYU,2,2023,783.0,783.0,783.0,0.0,historis
KABUPATEN INDRAMAYU,2,2023,783.0,783.0,783.0,0.0,historis
KABUPATEN INDRAMAYU,2,2023,783.0,783.0,783.0,0.0,historis
KABUPATEN INDRAMAYU,2,2023,783.0,783.0,783.0,0.0,historis
KABUPATEN INDRAMAYU,2,2023,783.0,783.0,783.0,0.0,historis
KABUPATEN INDRAMAYU,2,2024,801.0,783.0,783.0,0.0,historis
KABUPATEN INDRAMAYU,2,2024,801.0,801.0,783.0,0.022988505747126436,historis
KABUPATEN INDRAMAYU,2,2024,801.0,801.0,801.0,0.0,historis
KABUPATEN INDRAMAYU,2,2024,801.0,801.0,801.0,0.0,historis
KABUPATEN INDRAMAYU,2,2024,801.0,801.0,801.0,0.0,historis
KABUPATEN INDRAMAYU,2,2024,801.0,801.0,801.0,0.0,historis
KABUPATEN INDRAMAYU,2,2024,801.0,801.0,801.0,0.0,historis
KABUPATEN INDRAMAYU,2,2024,801.0,801.0,801.0,0.0,historis
KABUPATEN INDRAMAYU,2,2024,801.0,801.0,801.0,0.0,historis
KABUPATEN INDRAMAYU,2,2024,801.0,801.0,801.0,0.0,historis
KABUPATEN INDRAMAYU,2,2024,801.0,801.0,801.0,0.0,historis
KABUPATEN INDRAMAYU,2,2026,835.0,801.0,801.0,0.0,prediksi
KABUPATEN INDRAMAYU,2,2027,835.0,835.0,801.0,0.0423,prediksi
KABUPATEN INDRAMAYU,2,2028,835.0,835.0,835.0,0.0,prediksi
KABUPATEN INDRAMAYU,2,2029,835.0,835.0,835.0,0.0,prediksi
KABUPATEN INDRAMAYU,2,2030,835.0,835.0,835.0,0.0,prediksi
KABUPATEN INDRAMAYU,3,2021,17175.0,0.0,0.0,0.0,historis
KABUPATEN INDRAMAYU,3,2021,17175.0,17175.0,0.0,0.0,historis
KABUPATEN INDRAMAYU,3,2021,17175.0,17175.0,17175.0,0.0,historis
KABUPATEN INDRAMAYU,3,2021,17175.0,17175.0,17175.0,0.0,historis
KABUPATEN INDRAMAYU,3,2021,17175.0,17175.0,17175.0,0.0,historis
KABUPATEN INDRAMAYU,3,2021,17175.0,17175.0,17175.0,0.0,historis
KABUPATEN INDRAMAYU,3,2021,17175.0,17175.0,17175.0,0.0,historis
KABUPATEN INDRAMAYU,3,2021,17175.0,17175.0,17175.0,0.0,historis
KABUPATEN INDRAMAYU,3,2021,17175.0,17175.0,17175.0,0.0,historis
KABUPATEN INDRAMAYU,3,2021,17175.0,17175.0,17175.0,0.0,historis
KABUPATEN INDRAMAYU,3,2021,17175.0,17175.0,17175.0,0.0,historis
KABUPATEN INDRAMAYU,3,2021,17175.0,17175.0,17175.0,0.0,historis
KABUPATEN INDRAMAYU,3,2022,17552.0,17175.0,17175.0,0.0,historis
KABUPATEN INDRAMAYU,3,2022,17552.0,17552.0,17175.0,0.02195050946142649,historis
KABUPATEN INDRAMAYU,3,2022,17552.0,17552.0,17552.0,0.0,historis
KABUPATEN INDRAMAYU,3,2022,17552.0,17552.0,17552.0,0.0,historis
KABUPATEN INDRAMAYU,3,2022,17552.0,17552.0,17552.0,0.0,historis
KABUPATEN INDRAMAYU,3,2022,17552.0,17552.0,17552.0,0.0,historis
KABUPATEN INDRAMAYU,3,2022,17552.0,17552.0,17552.0,0.0,historis
KABUPATEN INDRAMAYU,3,2022,17552.0,17552.0,17552.0,0.0,historis
KABUPATEN INDRAMAYU,3,2022,17552.0,17552.0,17552.0,0.0,historis
KABUPATEN INDRAMAYU,3,2022,17552.0,17552.0,17552.0,0.0,historis
KABUPATEN INDRAMAYU,3,2022,17552.0,17552.0,17552.0,0.0,historis
KABUPATEN INDRAMAYU,3,2023,17656.0,17552.0,17552.0,0.0,historis
KABUPATEN INDRAMAYU,3,2023,17656.0,17656.0,17552.0,0.005925250683682771,historis
KABUPATEN INDRAMAYU,3,2023,17656.0,17656.0,17656.0,0.0,historis
KABUPATEN INDRAMAYU,3,2023,17656.0,17656.0,17656.0,0.0,historis
KABUPATEN INDRAMAYU,3,2023,17656.0,17656.0,17656.0,0.0,historis
KABUPATEN INDRAMAYU,3,2023,17656.0,17656.0,17656.0,0.0,historis
KABUPATEN INDRAMAYU,3,2023,17656.0,17656.0,17656.0,0.0,historis
KABUPATEN INDRAMAYU,3,2023,17656.0,17656.0,17656.0,0.0,historis
KABUPATEN INDRAMAYU,3,2024,17308.0,17656.0,17656.0,0.0,historis
KABUPATEN INDRAMAYU,3,2024,17308.0,17308.0,17656.0,-0.01971001359311282,historis
KABUPATEN INDRAMAYU,3,2024,17308.0,17308.0,17308.0,0.0,historis
KABUPATEN INDRAMAYU,3,2024,17308.0,17308.0,17308.0,0.0,historis
KABUPATEN INDRAMAYU,3,2024,17308.0,17308.0,17308.0,0.0,historis
KABUPATEN INDRAMAYU,3,2024,17308.0,17308.0,17308.0,0.0,historis
KABUPATEN INDRAMAYU,3,2024,17308.0,17308.0,17308.0,0.0,historis
KABUPATEN INDRAMAYU,3,2024,17308.0,17308.0,17308.0,0.0,historis
KABUPATEN INDRAMAYU,3,2024,17308.0,17308.0,17308.0,0.0,historis
KABUPATEN INDRAMAYU,3,2024,17308.0,17308.0,17308.0,0.0,historis
KABUPATEN INDRAMAYU,3,2024,17308.0,17308.0,17308.0,0.0,historis
KABUPATEN INDRAMAYU,3,2026,17273.0,17308.0,17308.0,0.0,prediksi
KABUPATEN INDRAMAYU,3,2027,17273.0,17273.0,17308.0,-0.002,prediksi
KABUPATEN INDRAMAYU,3,2028,17273.0,17273.0,17273.0,0.0,prediksi
KABUPATEN INDRAMAYU,3,2029,17273.0,17273.0,17273.0,0.0,prediksi
KABUPATEN INDRAMAYU,3,2030,17273.0,17273.0,17273.0,0.0,prediksi
KABUPATEN KARAWANG,0,2021,89817.0,0.0,0.0,0.0,historis
KABUPATEN KARAWANG,0,2021,89817.0,89817.0,0.0,0.0,historis
KABUPATEN KARAWANG,0,2021,89817.0,89817.0,89817.0,0.0,historis
KABUPATEN KARAWANG,0,2021,89817.0,89817.0,89817.0,0.0,historis
KABUPATEN KARAWANG,0,2021,89817.0,89817.0,89817.0,0.0,historis
KABUPATEN KARAWANG,0,2021,89817.0,89817.0,89817.0,0.0,historis
KABUPATEN KARAWANG,0,2021,89817.0,89817.0,89817.0,0.0,historis
KABUPATEN KARAWANG,0,2021,89817.0,89817.0,89817.0,0.0,historis
KABUPATEN KARAWANG,0,2021,89817.0,89817.0,89817.0,0.0,historis
KABUPATEN KARAWANG,0,2022,95760.0,89817.0,89817.0,0.0,historis
KABUPATEN KARAWANG,0,2022,95760.0,95760.0,89817.0,0.06616787467851297,historis
KABUPATEN KARAWANG,0,2022,95760.0,95760.0,95760.0,0.0,historis
KABUPATEN KARAWANG,0,2022,95760.0,95760.0,95760.0,0.0,historis
KABUPATEN KARAWANG,0,2022,95760.0,95760.0,95760.0,0.0,historis
KABUPATEN KARAWANG,0,2022,95760.0,95760.0,95760.0,0.0,historis
KABUPATEN KARAWANG,0,2022,95760.0,95760.0,95760.0,0.0,historis
KABUPATEN KARAWANG,0,2022,95760.0,95760.0,95760.0,0.0,historis
KABUPATEN KARAWANG,0,2022,95760.0,95760.0,95760.0,0.0,historis
KABUPATEN KARAWANG,0,2023,100847.0,95760.0,95760.0,0.0,historis
KABUPATEN KARAWANG,0,2023,100847.0,100847.0,95760.0,0.053122389306599835,historis
KABUPATEN KARAWANG,0,2023,100847.0,100847.0,100847.0,0.0,historis
KABUPATEN KARAWANG,0,2023,100847.0,100847.0,100847.0,0.0,historis
KABUPATEN KARAWANG,0,2023,100847.0,100847.0,100847.0,0.0,historis
KABUPATEN KARAWANG,0,2023,100847.0,100847.0,100847.0,0.0,historis
KABUPATEN KARAWANG,0,2023,100847.0,100847.0,100847.0,0.0,historis
KABUPATEN KARAWANG,0,2023,100847.0,100847.0,100847.0,0.0,historis
KABUPATEN KARAWANG,0,2023,100847.0,100847.0,100847.0,0.0,historis
KABUPATEN KARAWANG,0,2023,100847.0,100847.0,100847.0,0.0,historis
KABUPATEN KARAWANG,0,2023,100847.0,100847.0,100847.0,0.0,historis
KABUPATEN KARAWANG,0,2023,100847.0,100847.0,100847.0,0.0,historis
KABUPATEN KARAWANG,0,2024,103647.0,100847.0,100847.0,0.0,historis
KABUPATEN KARAWANG,0,2024,103647.0,103647.0,100847.0,0.02776483187402699,historis
KABUPATEN KARAWANG,0,2024,103647.0,103647.0,103647.0,0.0,historis
KABUPATEN KARAWANG,0,2024,103647.0,103647.0,103647.0,0.0,historis
KABUPATEN KARAWANG,0,2024,103647.0,103647.0,103647.0,0.0,historis
KABUPATEN KARAWANG,0,2024,103647.0,103647.0,103647.0,0.0,historis
KABUPATEN KARAWANG,0,2024,103647.0,103647.0,103647.0,0.0,historis
KABUPATEN KARAWANG,0,2024,103647.0,103647.0,103647.0,0.0,historis
KABUPATEN KARAWANG,0,2024,103647.0,103647.0,103647.0,0.0,historis
KABUPATEN KARAWANG,0,2024,103647.0,103647.0,103647.0,0.0,historis
KABUPATEN KARAWANG,0,2024,103647.0,103647.0,103647.0,0.0,historis
KABUPATEN KARAWANG,0,2024,103647.0,103647.0,103647.0,0.0,historis
KABUPATEN KARAWANG,0,2024,103647.0,103647.0,103647.0,0.0,historis
KABUPATEN KARAWANG,0,2026,102173.0,103647.0,103647.0,0.0,prediksi
KABUPATEN KARAWANG,0,2027,102173.0,102173.0,103647.0,-0.0142,prediksi
KABUPATEN KARAWANG,0,2028,102173.0,102173.0,102173.0,0.0,prediksi
KABUPATEN KARAWANG,0,2029,102173.0,102173.0,102173.0,0.0,prediksi
KABUPATEN KARAWANG,0,2030,102173.0,102173.0,102173.0,0.0,prediksi
KABUPATEN KARAWANG,1,2021,733791.0,0.0,0.0,0.0,historis
